,col
113539,Thanksgiving_Day
113616,courage
113617,courageousness
113618,bravery
113619,braveness
113698,blindness
113699,sightlessness
113700,cecity
113701,barrier
113703,roadblock
113715,Hinduism
113716,Hindooism
113731,phytology
113790,Steele
113791,Sir_Richrd_Steele
113792,dossier
113814,retinopathy
113876,violation
113877,infringement
113878,misdemeanor
113879,misdemeanour
113880,infraction
113915,slaughter
113916,massacre
113917,mass_murder
113918,carnage
113919,butchery
113977,Sessions
113978,Roger_Sessions
113979,Roger_Huntington_Sessions
113980,session
113981,school_term
113982,academic_term
113983,academic_session
113986,seance
113987,sitting
114054,limit
114056,boundary
114057,terminus_ad_quem
114058,terminal_point
114062,demarcation
114063,demarcation_line
114065,limit_point
114066,point_of_accumulation
114068,limitation
114069,restrict
114070,restrain
114074,confine
114077,circumscribe
114079,specify
114082,define
114193,recreational_vehicle
114194,RV
114195,R.V.
114201,proctor
114202,monitor
114203,admonisher
114205,reminder
114206,Monitor
114208,monitoring_device
114212,monitor_lizard
114213,varan
114215,supervise
114269,pruner
114270,trimmer
114273,trimming_capacitor
114275,trimmer_joist
114278,shipshape
114280,well-kept
114281,clean-cut
114282,trig
114284,tailored
114286,Philip
114287,Prince_Philip
114288,Duke_of_Edinburgh
114291,offer
114292,offering
114296,fling
114303,proffer
114304,volunteer
114315,offer_up
114317,provide
114322,declare_oneself
114324,pop_the_question
114384,patio
114385,terrace
114390,furniture
114391,piece_of_furniture
114392,article_of_furniture
114418,Elysium
114420,Elysian_Fields
114428,Garden_of_Eden
114447,wolf
114450,wildcat
114451,pulsar
114452,crooner
114453,balladeer
114488,forty
114489,40
114490,XL
114491,fifty
114492,50
114493,L
114497,puppy
114499,pup
114500,pug
114501,pug-dog
114693,Foster
114694,Stephen_Foster
114695,Stephen_Collins_Foster
114696,foster
114697,further
114783,nutrition
114784,nutriment
114785,nourishment
114788,aliment
114789,alimentation
114790,victuals
114792,debt
114796,credit
114799,credit_entry
114802,deferred_payment
114804,course_credit
114807,acknowledgment
114809,reference
114810,mention
114813,credit_rating
114816,accredit
114820,Belarus
114821,Republic_of_Belarus
114822,Byelarus
114823,Byelorussia
114824,Belorussia
114825,White_Russia
114826,diplomat
114827,diplomatist
114829,ironclad
114832,brassbound
114909,Saluki
114910,gazelle_hound
114988,latest
114989,up-to-the-minute
114992,a_la_mode
114993,in_style
114994,in_vogue
114995,modish
114997,belated
114999,tardy
115001,recent
115005,later
115006,former
115008,previous
115009,Waterloo
115010,waterloo
115012,Battle_of_Waterloo
115029,casting
115041,hurl
115042,hurtle
115060,shed
115062,cast_off
115063,shake_off
115065,throw_off
115066,throw_away
115071,redact
115073,put
115135,pragmatism
115140,naive_realism
115141,naturalism
115143,Platonism
115209,Nice
115210,nice
115211,decent
115215,dainty
115217,overnice
115218,prissy
115219,squeamish
115220,courteous
115221,gracious
115223,evening
115224,eve
115225,even
115226,eventide
115231,even_out
115271,Grey
115272,Zane_Grey
115274,Lady_Jane_Grey
115276,Charles_Grey
115277,Second_Earl_Grey
115278,grey
115279,gray
115281,grayness
115283,greyness
115294,greyish
115295,grayish
115298,grey-haired
115299,gray-haired
115300,grey-headed
115301,gray-headed
115302,grizzly
115303,hoar
115304,hoary
115305,white-haired
115363,dusky
115365,twilit
115369,instant
115375,here_and_now
115376,present_moment
115379,import
115488,idolize
115489,idolise
115490,worship
115491,hero-worship
115495,nether
115496,under
115506,below
115567,generalization
115568,generalisation
115570,abstractedness
115573,abstract_entity
115871,yellow
115872,yellowness
115875,yellowish
115876,xanthous
115877,chicken
115878,chickenhearted
115879,lily-livered
115880,white-livered
115882,yellow-bellied
115884,yellowed
115885,scandalmongering
115886,sensationalistic
115889,jaundiced
115890,icteric
115924,peaceful
115925,peaceable
115926,passive
116028,genus_Venus
116029,composure
116030,calm
116031,calmness
116032,equanimity
116033,calm_air
116036,calm_down
116038,tranquilize
116039,tranquillize
116040,tranquillise
116042,lull
116044,steady
116046,becalm
116049,cool_off
116050,chill_out
116051,simmer_down
116052,settle_down
116053,cool_it
116054,sedate
116060,unagitated
116061,serene
116062,tranquil
116064,colorful
116065,colourful
116154,Handel
116155,George_Frideric_Handel
116156,George_Frederick_Handel
116157,Georg_Friedrich_Handel
116405,Mayan
116406,Maya
116409,Mayan_language
116452,scream
116454,shriek
116455,shrieking
116456,screech
116457,screeching
116464,belly_laugh
116465,sidesplitter
116466,howler
116467,thigh-slapper
116469,wow
116471,shout
116472,shout_out
116473,cry
116474,call
116475,yell
116477,holler
116478,hollo
116479,squall
116505,inspire
116506,animate
116507,invigorate
116508,enliven
116509,exalt
116513,instigate
116515,root_on
116517,urge
116518,barrack
116519,urge_on
116520,exhort
116521,pep_up
116522,revolutionize
116523,revolutionise
116525,inhale
116527,breathe_in
116538,footloose
116540,aerobics
116541,aerobic_exercise
116553,human_face
116557,facial_expression
116566,grimace
116568,font
116570,typeface
116580,confront
116581,face_up
116600,sentient
116735,hemophilia
116736,haemophilia
116737,bleeder's_disease
116899,everlastingly
116900,eternally
116901,forever
116902,evermore
116904,forever_and_a_day
116905,constantly
116906,always
116908,perpetually
116909,incessantly
116914,chela
116916,pincer
116922,Brooklyn
116999,snore
117001,snoring
117002,stertor
117004,saw_wood
117005,saw_logs
117328,Latin_American
117329,Latino
117331,Hispanic
117751,energy
117752,free_energy
117754,vigor
117755,vigour
117759,get-up-and-go
117764,vim
117769,Department_of_Energy
117770,Energy_Department
117771,Energy
117772,DOE
117869,attention_deficit_disorder
117870,ADD
117871,attention_deficit_hyperactivity_disorder
117872,ADHD
117873,hyperkinetic_syndrome
117874,minimal_brain_dysfunction
117875,minimal_brain_damage
117876,MBD
117877,liquor
117878,spirits
117880,hard_drink
117881,hard_liquor
117882,John_Barleycorn
117883,strong_drink
117886,pot_liquor
117887,pot_likker
117899,spaceflight
117900,space_travel
117901,spacefaring
118086,pioneer
118087,innovator
118088,trailblazer
118089,groundbreaker
118132,Haida
118217,Caesar
118218,Julius_Caesar
118219,Gaius_Julius_Caesar
118221,Sid_Caesar
118222,Sidney_Caesar
118368,almond
118369,sweet_almond
118370,Prunus_dulcis
118371,Prunus_amygdalus
118372,Amygdalus_communis
118390,squad
118391,team
118393,police_squad
118395,slob
118396,sloven
118398,slovenly_person
118414,invoice
118417,government_note
118418,bank_bill
118419,banker's_bill
118420,bank_note
118421,banknote
118422,Federal_Reserve_note
118423,greenback
118441,billhook
118447,beak
118449,neb
118450,nib
118457,retribution
118458,requital
118460,vengeance
118462,payback
118463,Neruda
118464,Pablo_Neruda
118465,Reyes
118466,Neftali_Ricardo_Reyes
118494,haywire
118495,balmy
118496,barmy
118497,bats
118498,batty
118499,bonkers
118500,buggy
118501,cracked
118502,crackers
118503,daft
118505,fruity
118507,kooky
118508,kookie
118509,loco
118510,loony
118511,loopy
118512,nuts
118513,nutty
118514,round_the_bend
118515,around_the_bend
118516,wacky
118517,whacky
118518,amiss
118519,awry
118521,wrong
118522,cardiology
118548,cafe
118549,coffeehouse
118550,coffee_shop
118551,coffee_bar
118574,maid
118575,maidservant
118576,housemaid
118577,amah
118579,maiden
118651,baseball_club
118652,ball_club
118653,club
118654,nine
118656,social_club
118657,society
118658,guild
118659,gild
118660,lodge
118661,order
118663,clubhouse
118665,golf_club
118666,golf-club
118669,cabaret
118670,nightclub
118671,night_club
118673,nightspot
118677,bludgeon
118687,Grenoble
118688,International
118689,international
118690,external
118693,breathless
118694,breathtaking
118737,cobra
118748,nightgown
118749,gown
118750,nightie
118751,night-robe
118752,nightdress
118847,quarrel
118848,wrangle
118849,row
118851,run-in
118852,dustup
118853,actor's_line
118863,discussion
118864,give-and-take
118866,parole
118868,word_of_honor
118870,Son
118872,Logos
118873,password
118874,watchword
118877,countersign
118887,give_voice
118888,formulate
118890,phrase
118891,articulate
118920,Chen
118921,subgenus_Chen
119103,ideal
119107,apotheosis
119108,nonesuch
119109,nonsuch
119110,enshrine
119112,canonize
119113,canonise
119182,scientific
119184,conservation
119185,preservation
119188,ecology
119190,bionomics
119191,environmental_science
119246,borrow
119260,dramatize
119261,dramatise
119276,surrogate
119327,emphasis
119328,accent
119329,tension
119330,tenseness
119338,emphasize
119339,emphasise
119342,accentuate
119349,cosy
119350,tea_cosy
119351,cozy
119352,tea_cozy
119358,informal
119425,hypocritical
119456,Prime_Minister
119457,PM
119459,chancellor
119461,prime_minister
119474,complete_blood_count
119475,CBC
119476,blood_profile
119477,Mafia
119478,Maffia
119479,Cosa_Nostra
119482,Sicilian_Mafia
119483,mafia
119484,maffia
119485,Royal_Canadian_Mounted_Police
119486,RCMP
119487,Mounties
119548,guilty
119550,hangdog
119551,shamefaced
119552,shamed
119608,clerk
119609,salesclerk
119610,shop_clerk
119612,shop_assistant
119614,dogma
119615,tenet
119679,Kent
119681,Rockwell_Kent
119682,renovation
119683,restoration
119684,refurbishment
119692,arsenal
119693,armory
119694,armoury
119707,lunch
119708,luncheon
119709,tiffin
119710,dejeuner
119797,whiskey
119798,whisky
119802,soldiery
119803,troops
119804,troop
119807,scout_troop
119808,scout_group
119811,parade
119821,millimeter
119822,millimetre
119823,mm
119824,anti-Semitism
119825,antisemitism
119828,barrage
119829,bombardment
119831,onslaught
119833,barrage_fire
119834,battery
119836,shelling
119837,bombard
119839,balloon
119843,inflate
119844,billow
119952,starter
119953,starter_motor
119954,starting_motor
119957,dispatcher
119958,newcomer
119959,fledgling
119960,fledgeling
119962,neophyte
119963,freshman
119964,newbie
119965,entrant
119966,appetizer
119967,appetiser
119972,contemplation
119973,reflection
119974,reflexion
119975,rumination
119976,musing
119977,thoughtfulness
120058,veronica
120059,speedwell
120084,promoter
120086,plugger
120087,showman
120089,impresario
120091,debauchee
120092,rounder
120134,concerto
120198,dissolution
120199,breakup
120200,separation
120202,detachment
120453,Pakistani
120742,fantasia
120744,North_American_Free_Trade_Agreement
120745,NAFTA
120817,pretermit
120818,omit
120821,leave_out
120822,overlook
120823,overleap
120831,missing
120832,lacking
120833,absent
120835,wanting
120836,ceramic
120838,furnace
120839,out
120840,come_out_of_the_closet
120847,extinct
120851,forbidden
120853,prohibited
120854,proscribed
120855,taboo
120856,tabu
120857,verboten
120862,knocked_out
120863,kayoed
120864,KO'd
120866,stunned
120869,away
120871,hostile
120875,jewel
120876,gem
120877,precious_stone
120880,bejewel
120882,necklace
120883,Californian
120911,real_number
120912,real
120915,Tecumseh
120916,Tecumtha
120917,prostate_specific_antigen
120918,PSA
120919,Arlington
120920,underdog
120975,twice
120976,doubly
121114,olympian
121119,imperial
121121,purple
121122,regal
121124,fuzzed
121125,fuzzy
121126,bleary
121127,blurred
121128,blurry
121129,foggy
121131,hazy
121132,muzzy
121134,hypertext_markup_language
121135,hypertext_mark-up_language
121136,HTML
121137,react
121138,respond
121140,oppose
121161,Elijah
121224,saving_grace
121225,state_of_grace
121227,gracility
121228,seemliness
121231,good_will
121232,goodwill
121233,Grace
121238,grace_of_God
121239,free_grace
121244,embellish
121245,beautify
121246,deck
121265,freedom
121266,exemption
121341,airport
121342,airdrome
121343,aerodrome
121344,drome
121420,baseball_glove
121421,glove
121422,baseball_mitt
121423,mitt
121425,boxing_glove
121427,skiing
121445,Sur
121446,Tyre
121448,tyre
121487,Hero
121488,Heron
121489,Hero_of_Alexandria
121522,bachelor
121523,unmarried_man
121524,knight_bachelor
121525,bachelor-at-arms
121528,bach
123029,Putin
123030,Vladimir_Putin
123031,Vladimir_Vladimirovich_Putin
123070,mollie
123071,molly
123072,auction
123073,auction_bridge
123075,auction_sale
123076,vendue
123078,auction_off
123079,auctioneer
123157,sociopath
123158,psychopath
123182,Queens
123638,cesium
123639,caesium
123640,Cs
123641,atomic_number_55
123642,Egypt
123643,Arab_Republic_of_Egypt
123644,United_Arab_Republic
123645,Egyptian_Empire
123647,Sirius
123648,Dog_Star
123649,Canicula
123650,Sothis
123655,clemency
123656,mercifulness
123657,mercy
123664,sustainable
123667,occupy
123675,get_hold_of
123684,convey
123717,take_away
123720,ingest
123725,submit
123734,admit
123742,claim
123763,subscribe_to
123780,contract
123783,interpreted
123784,taken
123869,option
123870,alternative
123872,alternate
123877,Bach
123878,Johann_Sebastian_Bach
123897,classical_music
123899,serious_music
123940,payable
123941,Chihuahua
123947,terrier
123989,loiter
123991,footle
123992,lollygag
123993,loaf
123994,lallygag
123995,hang_around
123996,mess_about
123997,tarry
123998,linger
124000,mill_about
124001,mill_around
124009,go_through
124021,booth
124023,stall
124024,kiosk
124063,penny
124065,cent
124066,centime
124107,tammy
124108,tam
124109,tam-o'-shanter
124111,clapper
124112,applauder
124114,lingua
124115,glossa
124119,lynch
124262,best_seller
124263,bestseller
124294,ten
124295,10
124296,X
124297,tenner
124298,decade
124299,ten-spot
124303,x
124306,French
124308,French_people
124310,Daniel_Chester_French
124313,Gallic
124417,bitterness
124418,acrimony
124419,acerbity
124420,jaundice
124421,tartness
124422,thorniness
124506,gross
124509,porcine
124510,megascopic
124512,arrant
124514,consummate
124515,double-dyed
